"title","url","stars","name","reviewUrl","text"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","4","Faqiajah Alfarizi Muchtar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGdVIyWkdNbWx5UldKU01qRmxNbDl1VlZOR1EyYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOjFuR2ZGMmlyRWJSMjFlMl9uVVNGQ2c%7C%7C?hl=en-US","Pelayanan agak lama saya menunggu obat sampai 3 jam"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Nurfaidah Azis","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xwTVFsaDJiVWwzYnpsclgzWnpjRGRNWW1KNlZtYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOlpMQlh2bUl3bzlrX3ZzcDdMYmJ6Vmc%7C%7C?hl=en-US",""
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Alief Syandi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21vNFpVZHZkVTloT1dsZk4xcGpZbFE1Vmt0bmNHYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOmo4ZUdvdU9hOWlfN1pjYlQ5VktncGc%7C%7C?hl=en-US","Rekomendasi untuk keluarga pelayanan dokter suster sangat ramah"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","1","fitri hardianti","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKcWNtTlVaek5GY2tJd1VtZzRObkphWkRKU1MxRRAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOkJqcmNUZzNFckIwUmg4NnJaZDJSS1E%7C%7C?hl=en-US","Sangattt jelek pelayanan nyaaa"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","1","Allang Muharram","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSR2FEZDZOVE5IWkc1TFNIa3dXRGh5WTBGcmFIYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOlRGaDd6NTNHZG5LSHkwWDhyY0FraHc%7C%7C?hl=en-US","Pelayanan buruk, ingin berobat bumil dokternya malah hilang padahal baru jam 11 di pelayanan 12.30 taunya dokter sudah menghilang dari poli"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Juniarto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGdGFrWmlkVXhVVG1VMlNrcDVRblJFTmpScFJIYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOlFtakZidUxUTmU2Skp5QnRENjRpRHc%7C%7C?hl=en-US",""
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Agus Putra","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5UVJUZ3RiRTkyTkU4eE0yeGpTMEpEZFRsSlIyYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOk9QRTgtbE92NE8xM2xjS0JDdTlJR2c%7C%7C?hl=en-US","Alhamdulillah palayanan cukup bagus. Dan kamarnya cukup bersih.  Semoga kedepan semakin ditingkatkan lagi dan maju.  Dan modern."
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Agus Salim","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSRk5FMW5hVU5ZV1ZkeWNXTXdPSGxhU0c1WE5uYxAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOkRFNE1naUNYWVdycWMwOHlaSG5XNnc%7C%7C?hl=en-US","Mantap   pelayanan nya"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Anugerah Al","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214RE5VWXRaM2sxTFc5VWNtMW9XVGxRUmpCTWNsRRAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOmxDNUYtZ3k1LW9Ucm1oWTlQRjBMclE%7C%7C?hl=en-US","pelayanannya ramah, baik dan responsif. tempatnya sejuk dan bersih"
"RSUD Sayang Rakyat","https://www.google.com/maps/search/?api=1&query=RSUD%20Sayang%20Rakyat&query_place_id=ChIJ-VzYyxD8vi0RDV4we-ThJZU","5","Rifna Dwi Sulqaidah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSRVdIcHVUM3BpT1V0YVpsRmhTVVkxWDJGNk1sRRAB!2m1!1s0x0:0x9525e1e47b305e0d!3m1!1s2@1:CAIQACodChtycF9oOlREWHpuT3piOUtaZlFhSUY1X2F6MlE%7C%7C?hl=en-US","sangat baik dan sangat ramah"
